scenario_id,mood,energy_level,time_available,time_of_day,occasion,relationship_stage,bonding_level,intimacy_level,couple_only,consent_required,scene_label,recommended_activity_id,recommended_activity,recommended_category,recommendation_probability,expected_engagement
3262,playful,very_high,45,morning,anniversary,long_term,3,light,false,false,playful_social,6,Scribble,creative_game,0.08886,0.635
3263,romantic,high,10,late_night,rough_day,new,4,moderate,true,false,romantic_connection,15,Music Mood,watch_together,0.05084,0.67
3264,romantic,very_low,45,afternoon,date_night,new,4,moderate,true,false,romantic_connection,20,Romantic Q&A,intimate_activity,0.1097,0.743
3265,erotic,very_low,60,late_night,holiday,dating,4,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.10526,0.658
3266,playful,high,5,late_night,date_night,just_met,3,light,false,false,playful_social,1,Rapid Fire,question_game,0.17182,0.74
3267,nostalgic,medium,5,evening,birthday,long_term,4,moderate,true,false,memory_connection,23,Cozy Conversation,conversation,0.08069,0.763
3268,affectionate,very_low,15,afternoon,first_date,serious,5,moderate,true,false,warm_connection,9,How Well Do You Know Me,question_game,0.0699,0.81
3269,celebratory,low,10,morning,just_because,new,4,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.05188,0.715
3270,celebratory,very_high,5,morning,just_because,dating,2,light,false,false,celebration,24,Date Night Roulette,date_activity,0.08262,0.694
3271,deep,high,60,morning,normal_day,serious,5,light,false,false,deep_connection,16,Watch Together,watch_together,0.13445,0.61
3272,playful,high,20,morning,just_because,new,1,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.07349,0.715
3273,affectionate,high,60,morning,just_because,dating,1,moderate,true,false,warm_connection,21,Compliment Challenge,romantic_activity,0.06667,0.622
3274,deep,very_high,10,afternoon,date_night,serious,4,light,false,false,deep_connection,13,Future Plans,conversation,0.07464,0.798
3275,deep,high,30,afternoon,holiday,just_met,4,light,false,false,deep_connection,12,Deep Questions,conversation,0.13867,0.69
3276,deep,high,20,afternoon,just_because,long_term,1,light,false,false,deep_connection,13,Future Plans,conversation,0.05973,0.727
3277,celebratory,very_low,45,late_night,special_memory,dating,3,light,false,false,celebration,11,Relationship Timeline,memory,0.11254,0.651
3278,calm,very_high,45,evening,first_date,long_term,2,light,false,false,calm_connection,8,Two Truths and a Lie,question_game,0.09651,0.59
3279,affectionate,low,20,afternoon,special_memory,serious,2,moderate,true,false,warm_connection,11,Relationship Timeline,memory,0.06872,0.744
3280,playful,low,30,morning,holiday,serious,2,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.088,0.75
3281,happy,medium,60,late_night,normal_day,new,4,light,false,false,positive_social,2,This or That,question_game,0.09091,0.66
3282,energetic,high,45,evening,holiday,new,4,light,false,false,high_energy_fun,24,Date Night Roulette,date_activity,0.08169,0.663
3283,nostalgic,medium,15,afternoon,late_night,serious,3,moderate,true,false,memory_connection,20,Romantic Q&A,intimate_activity,0.05823,0.811
3284,low_energy,very_high,15,morning,reunion,just_met,5,light,false,false,gentle_connection,1,Rapid Fire,question_game,0.05775,0.635
3285,relaxed,medium,60,morning,long_distance,serious,3,light,false,false,easy_connection,22,Little Moments,memory,0.11073,0.731
3286,happy,low,5,morning,celebration,just_met,5,light,false,false,positive_social,4,Tic Tac Toe,competitive_game,0.10365,0.635
3287,romantic,very_high,5,afternoon,date_night,just_met,3,moderate,true,false,romantic_connection,1,Rapid Fire,question_game,0.06236,0.635
3288,deep,low,30,morning,birthday,dating,5,light,false,false,deep_connection,24,Date Night Roulette,date_activity,0.07165,0.755
3289,happy,very_high,10,afternoon,just_because,new,3,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.05581,0.715
3290,affectionate,low,10,morning,date_night,new,3,moderate,true,false,warm_connection,20,Romantic Q&A,intimate_activity,0.06803,0.836
3291,romantic,medium,45,evening,valentines,just_met,1,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.07969,0.635
3292,sensual,low,15,evening,valentines,just_met,2,high,true,true,sensual_connection,12,Deep Questions,conversation,0.09579,0.66
3293,celebratory,very_high,60,evening,rough_day,new,5,light,false,false,celebration,16,Watch Together,watch_together,0.17559,0.645
3294,erotic,low,10,afternoon,birthday,new,4,very_high,true,true,intimate_connection,18,Truth or Dare,romantic_activity,0.06753,0.763
3295,celebratory,high,10,morning,special_memory,long_term,1,light,false,false,celebration,3,Trivia Battle,competitive_game,0.06737,0.74
3296,sensual,very_high,45,afternoon,first_date,new,3,high,true,true,sensual_connection,18,Truth or Dare,romantic_activity,0.10765,0.646
3297,playful,low,30,morning,reunion,dating,5,light,false,false,playful_social,11,Relationship Timeline,memory,0.0713,0.78
3298,celebratory,very_high,30,afternoon,normal_day,just_met,2,light,false,false,celebration,3,Trivia Battle,competitive_game,0.15604,0.715
3299,energetic,high,10,morning,reunion,serious,3,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.06075,0.74
3300,deep,low,5,morning,long_distance,new,5,light,false,false,deep_connection,23,Cozy Conversation,conversation,0.08341,0.8
3301,deep,very_low,30,afternoon,just_because,serious,3,light,false,false,deep_connection,24,Date Night Roulette,date_activity,0.07821,0.706
3302,erotic,very_low,30,afternoon,date_night,serious,4,very_high,true,true,intimate_connection,18,Truth or Dare,romantic_activity,0.1138,0.798
3303,affectionate,very_low,20,evening,anniversary,serious,2,moderate,true,false,warm_connection,23,Cozy Conversation,conversation,0.06222,0.739
3304,deep,high,15,afternoon,celebration,long_term,4,light,false,false,deep_connection,13,Future Plans,conversation,0.05592,0.763
3305,playful,low,45,morning,just_because,long_term,4,light,false,false,playful_social,2,This or That,question_game,0.09329,0.695
3306,erotic,low,5,morning,late_night,long_term,2,very_high,true,true,intimate_connection,23,Cozy Conversation,conversation,0.125,0.824
3307,nostalgic,medium,15,afternoon,birthday,just_met,2,moderate,true,false,memory_connection,1,Rapid Fire,question_game,0.08092,0.695
3308,playful,very_low,15,afternoon,holiday,dating,3,light,false,false,playful_social,6,Scribble,creative_game,0.06897,0.725
3309,playful,medium,10,afternoon,first_date,long_term,1,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.11178,0.8
3310,low_energy,very_low,30,late_night,reunion,long_term,4,light,false,false,gentle_connection,16,Watch Together,watch_together,0.08605,0.715
3311,deep,high,30,afternoon,valentines,dating,2,light,false,false,deep_connection,18,Truth or Dare,romantic_activity,0.08392,0.719
3312,playful,very_high,30,afternoon,rough_day,dating,3,light,false,false,playful_social,16,Watch Together,watch_together,0.07528,0.645
3313,nostalgic,very_low,30,afternoon,rough_day,just_met,3,moderate,true,false,memory_connection,15,Music Mood,watch_together,0.08468,0.695
3314,energetic,high,5,late_night,reunion,serious,5,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.09643,0.74
3315,affectionate,low,60,afternoon,late_night,long_term,5,moderate,true,false,warm_connection,23,Cozy Conversation,conversation,0.13937,0.78
3316,playful,medium,60,morning,date_night,dating,4,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.06748,0.66
3317,low_energy,medium,20,evening,normal_day,long_term,3,light,false,false,gentle_connection,16,Watch Together,watch_together,0.06297,0.715
3318,erotic,medium,45,afternoon,holiday,long_term,2,very_high,true,true,intimate_connection,24,Date Night Roulette,date_activity,0.09585,0.664
3319,calm,high,45,late_night,date_night,serious,2,light,false,false,calm_connection,16,Watch Together,watch_together,0.10368,0.69
3320,nostalgic,medium,20,late_night,date_night,long_term,2,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.05968,0.739
3321,affectionate,medium,45,evening,first_date,long_term,4,moderate,true,false,warm_connection,9,How Well Do You Know Me,question_game,0.125,0.768
3322,romantic,low,10,evening,normal_day,just_met,5,moderate,true,false,romantic_connection,12,Deep Questions,conversation,0.07246,0.66
3323,sensual,high,10,evening,reunion,new,5,high,true,true,sensual_connection,22,Little Moments,memory,0.08081,0.81
3324,celebratory,medium,10,morning,first_date,new,2,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.08677,0.8
3325,deep,very_low,15,afternoon,late_night,just_met,1,light,false,false,deep_connection,15,Music Mood,watch_together,0.09661,0.695
3326,low_energy,high,20,afternoon,holiday,serious,1,light,false,false,gentle_connection,3,Trivia Battle,competitive_game,0.06928,0.72
3327,relaxed,very_low,15,evening,holiday,just_met,5,light,false,false,easy_connection,16,Watch Together,watch_together,0.09428,0.715
3328,affectionate,low,5,late_night,holiday,dating,1,moderate,true,false,warm_connection,21,Compliment Challenge,romantic_activity,0.10403,0.752
3329,affectionate,very_high,5,morning,rough_day,just_met,5,moderate,true,false,warm_connection,1,Rapid Fire,question_game,0.16466,0.635
3330,calm,low,30,afternoon,date_night,new,3,light,false,false,calm_connection,15,Music Mood,watch_together,0.06884,0.74
3331,playful,very_low,30,afternoon,long_distance,just_met,1,light,false,false,playful_social,16,Watch Together,watch_together,0.1349,0.695
3332,happy,very_high,10,late_night,reunion,just_met,3,light,false,false,positive_social,1,Rapid Fire,question_game,0.09403,0.715
3333,relaxed,very_low,45,late_night,holiday,just_met,4,light,false,false,easy_connection,12,Deep Questions,conversation,0.07441,0.555
3334,romantic,high,15,afternoon,rough_day,long_term,3,moderate,true,false,romantic_connection,23,Cozy Conversation,conversation,0.07087,0.786
3335,celebratory,medium,10,late_night,date_night,new,3,light,false,false,celebration,24,Date Night Roulette,date_activity,0.07159,0.836
3336,energetic,high,45,afternoon,holiday,new,1,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.16295,0.72
3337,affectionate,high,5,morning,celebration,long_term,3,moderate,true,false,warm_connection,21,Compliment Challenge,romantic_activity,0.09053,0.726
3338,playful,high,15,afternoon,anniversary,just_met,4,light,false,false,playful_social,6,Scribble,creative_game,0.09001,0.74
3339,deep,very_low,45,afternoon,reunion,new,4,light,false,false,deep_connection,11,Relationship Timeline,memory,0.13938,0.743
3340,relaxed,very_high,15,late_night,long_distance,just_met,4,light,false,false,easy_connection,2,This or That,question_game,0.07581,0.69
3341,affectionate,medium,30,evening,date_night,long_term,1,moderate,true,false,warm_connection,9,How Well Do You Know Me,question_game,0.06291,0.732
3342,relaxed,very_low,20,evening,holiday,dating,1,light,false,false,easy_connection,23,Cozy Conversation,conversation,0.06543,0.727
3343,energetic,very_low,5,late_night,late_night,long_term,5,light,false,false,high_energy_fun,23,Cozy Conversation,conversation,0.09042,0.755
3344,deep,low,5,afternoon,birthday,long_term,2,light,false,false,deep_connection,1,Rapid Fire,question_game,0.07692,0.67
3345,deep,medium,5,late_night,date_night,new,3,light,false,false,deep_connection,19,Flirty This or That,intimate_activity,0.07525,0.756
3346,erotic,medium,60,afternoon,weekend,serious,5,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.10638,0.72
3347,celebratory,very_low,10,evening,holiday,dating,5,light,false,false,celebration,17,Couple Challenge,challenge,0.07422,0.785
3348,affectionate,high,60,afternoon,long_distance,long_term,5,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.14498,0.67
3349,sensual,high,10,afternoon,weekend,serious,3,high,true,true,sensual_connection,19,Flirty This or That,intimate_activity,0.07804,0.751
3350,happy,very_low,30,evening,anniversary,long_term,3,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.06094,0.665
3351,calm,high,45,evening,date_night,just_met,4,light,false,false,calm_connection,15,Music Mood,watch_together,0.13179,0.61
3352,affectionate,medium,60,morning,holiday,just_met,5,moderate,true,false,warm_connection,6,Scribble,creative_game,0.17259,0.615
3353,energetic,very_high,5,evening,celebration,serious,1,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.12104,0.695
3354,low_energy,high,45,morning,birthday,new,4,light,false,false,gentle_connection,3,Trivia Battle,competitive_game,0.07756,0.64
3355,nostalgic,medium,15,afternoon,reunion,just_met,4,moderate,true,false,memory_connection,2,This or That,question_game,0.05489,0.66
3356,playful,very_high,60,late_night,holiday,dating,4,light,false,false,playful_social,6,Scribble,creative_game,0.15321,0.695
3357,relaxed,high,10,late_night,special_memory,new,4,light,false,false,easy_connection,23,Cozy Conversation,conversation,0.05566,0.738
3358,erotic,very_low,15,evening,just_because,just_met,5,very_high,true,true,intimate_connection,2,This or That,question_game,0.09328,0.67
3359,nostalgic,very_high,30,morning,normal_day,new,4,moderate,true,false,memory_connection,10,Memory Lane,memory,0.07294,0.633
3360,sensual,low,30,morning,normal_day,long_term,3,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.09054,0.696
3361,sensual,high,45,late_night,normal_day,dating,2,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.11531,0.659
3362,erotic,high,5,evening,just_because,just_met,2,very_high,true,true,intimate_connection,1,Rapid Fire,question_game,0.11009,0.72
3363,energetic,medium,20,afternoon,anniversary,just_met,4,light,false,false,high_energy_fun,7,Find the Spy,social_game,0.09126,0.715
3364,energetic,low,5,late_night,reunion,just_met,5,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.08421,0.61
3365,romantic,low,20,late_night,just_because,serious,5,moderate,true,false,romantic_connection,18,Truth or Dare,romantic_activity,0.06397,0.835
3366,erotic,very_low,30,morning,special_memory,long_term,4,very_high,true,true,intimate_connection,10,Memory Lane,memory,0.08222,0.663
3367,nostalgic,high,15,afternoon,weekend,dating,5,moderate,true,false,memory_connection,14,Date Planner,date_activity,0.05494,0.755
3368,happy,high,20,afternoon,late_night,serious,2,light,false,false,positive_social,19,Flirty This or That,intimate_activity,0.05628,0.719
3369,romantic,very_high,45,late_night,long_distance,just_met,3,moderate,true,false,romantic_connection,15,Music Mood,watch_together,0.13933,0.565
